train_loss,train_acc,val_loss,val_acc
2.9627393037080765,0.1171875,3.128027752411267,0.03305785123966942
2.6870844960212708,0.2109375,2.5028938892459083,0.30578512396694213
2.4411627426743507,0.26171875,2.171822746923147,0.36363636363636365
2.282053228467703,0.3173828125,2.396392889259275,0.30578512396694213
2.089523509144783,0.380859375,1.9316086650879916,0.4628099173553719
1.892101913690567,0.455078125,1.8627659634125133,0.4793388429752066
1.7619595676660538,0.5048828125,1.8659985587616597,0.45454545454545453
1.699855513870716,0.529296875,1.590350646617984,0.5289256198347108
1.5735507160425186,0.5625,1.4605540864723774,0.5950413223140496
1.476741798222065,0.5908203125,1.5018488217976467,0.5702479338842975
1.3812830597162247,0.6123046875,1.414044411714412,0.6115702479338843
1.2975766398012638,0.623046875,1.2935012091289868,0.628099173553719
1.229357074946165,0.6572265625,1.023243906084171,0.7107438016528925
1.102071549743414,0.68359375,1.265744811247203,0.6611570247933884
1.0551965571939945,0.70703125,0.9340889897228273,0.7355371900826446
0.9606502931565046,0.7451171875,1.239066113125194,0.6694214876033058
0.896350922062993,0.7734375,0.9818808263983608,0.743801652892562
0.8392248339951038,0.765625,1.0192286524890868,0.6942148760330579
0.7500756308436394,0.810546875,0.9257051171350085,0.743801652892562
0.7789721824228764,0.80078125,0.7966907351962791,0.7768595041322314
0.7046793689951301,0.8154296875,1.1163027148601437,0.7024793388429752
0.6903507802635431,0.8203125,1.164109573383962,0.628099173553719
0.6116768084466457,0.853515625,0.9469099803404375,0.8099173553719008
0.6012700712308288,0.849609375,0.6918490206407122,0.7851239669421488
0.5879969485104084,0.84765625,0.7444740262898532,0.7768595041322314
0.598015402443707,0.83203125,1.2509714463525567,0.6363636363636364
0.5394777040928602,0.85546875,0.6500421922561551,0.8099173553719008
0.5077914614230394,0.861328125,0.6744856218661158,0.8264462809917356
0.5347188152372837,0.8583984375,0.5613714057551927,0.8512396694214877
0.4595153834670782,0.8857421875,0.6213818007756856,0.8181818181818182
0.401174976490438,0.896484375,0.7796570668535784,0.7520661157024794
0.43764273496344686,0.875,0.6544449639714454,0.8181818181818182
0.42166853277012706,0.8818359375,0.8760841311502062,0.768595041322314
0.4244886883534491,0.8837890625,0.5946780169798322,0.8264462809917356
0.37952696112915874,0.900390625,0.6124547707640435,0.8181818181818182
0.3469686177559197,0.9169921875,0.4546362107450312,0.8429752066115702
0.30454326048493385,0.9345703125,0.5051945664665916,0.8429752066115702
0.302176667843014,0.93359375,0.48422943264984886,0.8760330578512396
0.27764793718233705,0.9423828125,0.4172052258302358,0.8842975206611571
0.3244679803028703,0.9130859375,0.4182763309025567,0.8925619834710744
0.23891725949943066,0.9521484375,0.45631510438012685,0.8677685950413223
0.2474482972174883,0.9443359375,0.3884082276466464,0.8760330578512396
0.25718003371730447,0.9404296875,0.32846717992104774,0.9008264462809917
0.22524923994205892,0.953125,0.4365026746407028,0.8842975206611571
0.24287742469459772,0.9443359375,0.5103635918502966,0.9090909090909091
0.23366351751610637,0.9453125,0.437816702629909,0.8842975206611571
0.205489942105487,0.9501953125,0.45945441895280004,0.8429752066115702
0.23360182414762676,0.9384765625,0.5095057763344,0.8512396694214877
0.2086593834683299,0.94921875,0.4065009092003846,0.9008264462809917
0.21131891291588545,0.947265625,0.3753983826676676,0.9008264462809917
0.18780021485872567,0.9638671875,0.3917289285127782,0.9008264462809917
0.15866614296101034,0.9677734375,0.3819148235084597,0.9090909090909091
0.17257735191378742,0.9580078125,0.3632240349596197,0.9090909090909091
0.17943706782534719,0.9599609375,0.3807373822720583,0.9008264462809917
0.16557464434299618,0.966796875,0.3788044972360627,0.9256198347107438
0.16553161502815783,0.9697265625,0.3680024430278904,0.9256198347107438
0.14042768208310008,0.9716796875,0.33598265199621846,0.9421487603305785
0.14654268434969708,0.9765625,0.32414295013285865,0.9008264462809917
0.14425901102367789,0.96875,0.3185481145854824,0.9090909090909091
0.13017097453121096,0.9775390625,0.3260171280419531,0.9090909090909091
0.14462783932685852,0.97265625,0.3074132617840097,0.9338842975206612
0.13747596263419837,0.9736328125,0.3742918549490369,0.9090909090909091
0.12203038670122623,0.9765625,0.3392266377437213,0.9173553719008265
0.12408367509488016,0.9736328125,0.3405653391002624,0.9173553719008265
0.12889382452704012,0.96875,0.3051080844126457,0.9256198347107438
0.13210682140197605,0.96875,0.3470541406268916,0.9173553719008265
0.11468690447509289,0.9814453125,0.3053460135932796,0.9256198347107438
0.12662318802904338,0.9736328125,0.3299169264549066,0.9256198347107438
0.11313936277292669,0.9833984375,0.36385330754863326,0.9338842975206612
0.12056723912246525,0.9814453125,0.3358612656593323,0.9338842975206612
0.13254597620107234,0.9755859375,0.36178288676521997,0.9090909090909091
0.11372770473826677,0.9814453125,0.3498696428685149,0.9256198347107438
0.11537004035199061,0.9736328125,0.3490853629821588,0.9338842975206612
0.0929286815226078,0.9873046875,0.3222127773545005,0.9338842975206612
0.10677221429068595,0.9853515625,0.3219256447859047,0.9338842975206612
